sif_code,nav_date,nav,AUM
SIF-120,23-Sep-2026,11.0465,2975.25
SIF-121,23-Sep-2026,11.0466,13.77
SIF-122,23-Sep-2026,10.9949,6138.22
SIF-123,23-Sep-2026,10.9946,30.41
SIF-155,23-Sep-2026,10.07,
SIF-156,23-Sep-2026,10.06,
SIF-140,23-Sep-2026,11.4849,191.86
SIF-141,23-Sep-2026,11.4849,
SIF-143,23-Sep-2026,11.4277,469.82
SIF-144,23-Sep-2026,11.4277,1.69
SIF-33,23-Sep-2026,10.48,58363.39
SIF-34,23-Sep-2026,10.38,104320.21
SIF-159,23-Sep-2026,10.0121,
SIF-160,23-Sep-2026,10.0122,
SIF-157,23-Sep-2026,10.0024,
SIF-158,23-Sep-2026,10.0024,
SIF-23,23-Sep-2026,11.5618,10675.99
SIF-25,23-Sep-2026,11.4226,8780.59
SIF-24,23-Sep-2026,11.5618,2846.08
SIF-26,23-Sep-2026,11.4226,69.41
SIF-107,23-Sep-2026,10.7824,77.30
SIF-104,23-Sep-2026,10.7587,6.20
SIF-105,23-Sep-2026,10.6746,986.59
SIF-106,23-Sep-2026,10.6755,3.86
SIF-153,23-Sep-2026,9.99,
SIF-154,23-Sep-2026,9.98,
SIF-112,23-Sep-2026,9.8267,77.21
SIF-114,23-Sep-2026,9.7811,4898.28
SIF-115,23-Sep-2026,9.7811,4.09
SIF-61,23-Sep-2026,10.393,
SIF-75,23-Sep-2026,10.027,1.09
SIF-62,23-Sep-2026,10.315,6411.82
SIF-69,23-Sep-2026,10.185,16.19
SIF-71,23-Sep-2026,10.315,10.13
SIF-19,23-Sep-2026,915.1245,15304.83
SIF-20,23-Sep-2026,915.1245,9.40
SIF-21,23-Sep-2026,904.0745,23403.71
SIF-22,23-Sep-2026,904.0745,70.25
SIF-57,23-Sep-2026,10.5503,6672.40
SIF-60,23-Sep-2026,10.5503,
SIF-55,23-Sep-2026,10.4593,18524.85
SIF-59,23-Sep-2026,10.4593,3.98
SIF-127,23-Sep-2026,10.87,2957.85
SIF-126,23-Sep-2026,10.82,3914.62
SIF-1,23-Sep-2026,11.1451,34219.94
SIF-3,23-Sep-2026,10.9898,21626.58
SIF-2,23-Sep-2026,11.1451,1891.16
