sif_code,nav_date,nav,AUM
SIF-120,21-Aug-2026,11.3374,2975.25
SIF-121,21-Aug-2026,11.3374,13.77
SIF-122,21-Aug-2026,11.2997,6138.22
SIF-123,21-Aug-2026,11.2994,30.41
SIF-9,21-Aug-2026,11.1363,269251.71
SIF-10,21-Aug-2026,10.8204,8326.01
SIF-11,21-Aug-2026,11.0456,146725.84
SIF-12,21-Aug-2026,10.73,330.72
SIF-83,21-Aug-2026,10.699,10.43
SIF-80,21-Aug-2026,10.6497,5086.36
SIF-81,21-Aug-2026,10.6497,2.10
SIF-79,21-Aug-2026,10.6992,2281.51
SIF-112,21-Aug-2026,10.076,77.21
SIF-114,21-Aug-2026,10.0407,4898.28
SIF-115,21-Aug-2026,10.0407,4.09
SIF-61,21-Aug-2026,10.629,
SIF-75,21-Aug-2026,10.269,1.09
SIF-62,21-Aug-2026,10.564,6411.82
SIF-69,21-Aug-2026,10.431,16.19
SIF-71,21-Aug-2026,10.564,10.13
SIF-51,21-Aug-2026,10.287,9.42
SIF-54,21-Aug-2026,10.383,5211.65
SIF-48,21-Aug-2026,10.381,10.17
SIF-43,21-Aug-2026,9.996,
SIF-40,21-Aug-2026,10.356,5846.08
SIF-44,21-Aug-2026,10.356,11.10
SIF-19,21-Aug-2026,947.8292,15304.83
SIF-20,21-Aug-2026,947.8292,9.40
SIF-21,21-Aug-2026,937.6225,23403.71
SIF-22,21-Aug-2026,937.6225,70.25
SIF-88,21-Aug-2026,10.5934,5761.98
SIF-86,21-Aug-2026,10.5934,10.18
SIF-87,21-Aug-2026,10.5373,12347.04
SIF-89,21-Aug-2026,10.5373,10.16
SIF-140,21-Aug-2026,11.2724,191.86
SIF-143,21-Aug-2026,11.236,469.82
SIF-144,21-Aug-2026,11.236,1.69
SIF-57,21-Aug-2026,10.8521,6672.40
SIF-55,21-Aug-2026,10.7732,18524.85
SIF-59,21-Aug-2026,10.7732,3.98
SIF-145,21-Aug-2026,10.331,
SIF-148,21-Aug-2026,10.331,
SIF-146,21-Aug-2026,10.316,
SIF-147,21-Aug-2026,10.316,
SIF-125,21-Aug-2026,10.4702,4219.47
SIF-124,21-Aug-2026,10.4391,11299.70
SIF-33,21-Aug-2026,10.5,58363.39
SIF-34,21-Aug-2026,10.42,104320.21
SIF-127,21-Aug-2026,10.91,2957.85
SIF-126,21-Aug-2026,10.88,3914.62
SIF-36,21-Aug-2026,10.7561,31862.76
SIF-35,21-Aug-2026,10.6733,50858.68
SIF-14,21-Aug-2026,10.6429,174995.47
SIF-15,21-Aug-2026,10.649,1524.53
SIF-13,21-Aug-2026,10.5794,173724.47
SIF-16,21-Aug-2026,10.5785,441.58
SIF-134,21-Aug-2026,10.223,646.54
SIF-135,21-Aug-2026,10.223,19.69
SIF-136,21-Aug-2026,10.195,3504.14
SIF-137,21-Aug-2026,10.195,72.99
SIF-139,21-Aug-2026,10.1601,
SIF-138,21-Aug-2026,10.1485,
SIF-92,21-Aug-2026,11.5265,150.77
SIF-91,21-Aug-2026,11.4639,19.31
SIF-90,21-Aug-2026,11.5265,3752.11
SIF-93,21-Aug-2026,11.4639,1143.81
SIF-23,21-Aug-2026,11.4472,10675.99
SIF-25,21-Aug-2026,11.3231,8780.59
SIF-24,21-Aug-2026,11.4472,2846.08
SIF-26,21-Aug-2026,11.3231,69.41
SIF-1,21-Aug-2026,11.1028,34219.94
SIF-3,21-Aug-2026,10.9614,21626.58
SIF-2,21-Aug-2026,11.1028,1891.16
SIF-4,21-Aug-2026,10.9614,107.01
SIF-5,21-Aug-2026,11.0808,12636.28
SIF-7,21-Aug-2026,10.9382,2452.04
SIF-6,21-Aug-2026,11.0808,319.14
SIF-8,21-Aug-2026,11.1188,21.86
SIF-116,21-Aug-2026,10.1718,1488.90
SIF-117,21-Aug-2026,10.1279,424.18
SIF-118,21-Aug-2026,10.1718,16.81
SIF-119,21-Aug-2026,10.1279,14.30
SIF-129,21-Aug-2026,10.1951,2707.94
SIF-130,21-Aug-2026,10.1955,1.32
SIF-128,21-Aug-2026,10.1837,4763.76
SIF-95,21-Aug-2026,1017.9781,9683.67
SIF-94,21-Aug-2026,1017.9781,27.25
SIF-96,21-Aug-2026,1012.474,989.09
SIF-97,21-Aug-2026,1012.474,6.90
SIF-149,21-Aug-2026,10.56,
SIF-151,21-Aug-2026,10.56,
SIF-150,21-Aug-2026,10.54,
SIF-152,21-Aug-2026,10.54,
SIF-99,21-Aug-2026,10.6321,2622.52
SIF-100,21-Aug-2026,10.0354,
SIF-103,21-Aug-2026,10.0354,
SIF-102,21-Aug-2026,10.5775,8822.95
SIF-98,21-Aug-2026,10.5775,
SIF-101,21-Aug-2026,10.5775,15.92
SIF-32,21-Aug-2026,10.263,18223.60
SIF-31,21-Aug-2026,10.263,
SIF-28,21-Aug-2026,10.263,93.49
SIF-29,21-Aug-2026,10.1357,35457.39
SIF-30,21-Aug-2026,10.1357,
SIF-27,21-Aug-2026,10.1357,121.83
SIF-107,21-Aug-2026,10.8756,77.30
SIF-104,21-Aug-2026,10.8517,6.20
SIF-105,21-Aug-2026,10.7866,986.59
SIF-106,21-Aug-2026,10.7875,3.86
SIF-108,21-Aug-2026,10.74,106.73
SIF-111,21-Aug-2026,10.6751,992.65
SIF-110,21-Aug-2026,10.6757,3.09
