sif_code,nav_date,nav,AUM
SIF-120,08-Sep-2026,11.0966,2975.25
SIF-121,08-Sep-2026,11.0967,13.77
SIF-122,08-Sep-2026,11.0515,6138.22
SIF-123,08-Sep-2026,11.0512,30.41
SIF-155,08-Sep-2026,10.02,
SIF-156,08-Sep-2026,10.01,
SIF-140,08-Sep-2026,11.2729,191.86
SIF-143,08-Sep-2026,11.2255,469.82
SIF-144,08-Sep-2026,11.2255,1.69
SIF-33,08-Sep-2026,10.42,58363.39
SIF-34,08-Sep-2026,10.33,104320.21
SIF-159,08-Sep-2026,9.9480,
SIF-160,08-Sep-2026,9.9480,
SIF-157,08-Sep-2026,9.9435,
SIF-158,08-Sep-2026,9.9435,
SIF-23,08-Sep-2026,11.6599,10675.99
SIF-25,08-Sep-2026,11.5259,8780.59
SIF-24,08-Sep-2026,11.6599,2846.08
SIF-26,08-Sep-2026,11.5259,69.41
SIF-107,08-Sep-2026,10.7173,77.30
SIF-104,08-Sep-2026,10.6937,6.20
SIF-105,08-Sep-2026,10.619,986.59
SIF-106,08-Sep-2026,10.6199,3.86
SIF-153,08-Sep-2026,9.98,
SIF-154,08-Sep-2026,9.98,
SIF-112,08-Sep-2026,9.8916,77.21
SIF-114,08-Sep-2026,9.8499,4898.28
SIF-115,08-Sep-2026,9.8499,4.09
SIF-61,08-Sep-2026,10.491,
SIF-75,08-Sep-2026,10.127,1.09
SIF-62,08-Sep-2026,10.418,6411.82
SIF-69,08-Sep-2026,10.287,16.19
SIF-71,08-Sep-2026,10.418,10.13
SIF-19,08-Sep-2026,926.6678,15304.83
SIF-20,08-Sep-2026,926.6678,9.40
SIF-21,08-Sep-2026,916.0284,23403.71
SIF-22,08-Sep-2026,916.0284,70.25
SIF-57,08-Sep-2026,10.5820,6672.40
SIF-60,08-Sep-2026,10.5820,
SIF-55,08-Sep-2026,10.4973,18524.85
SIF-59,08-Sep-2026,10.4973,3.98
SIF-127,08-Sep-2026,10.84,2957.85
SIF-126,08-Sep-2026,10.79,3914.62
SIF-1,08-Sep-2026,11.1522,34219.94
SIF-3,08-Sep-2026,11.0029,21626.58
SIF-2,08-Sep-2026,11.1522,1891.16
SIF-4,08-Sep-2026,11.0029,107.01
SIF-95,08-Sep-2026,1004.6049,9683.67
SIF-94,08-Sep-2026,1004.6049,27.25
SIF-96,08-Sep-2026,998.3203,989.09
SIF-97,08-Sep-2026,998.3203,6.90
SIF-149,08-Sep-2026,10.51,
