sif_code,nav_date,nav,AUM
SIF-120,26-Aug-2026,11.3337,2975.25
SIF-121,26-Aug-2026,11.3338,13.77
SIF-122,26-Aug-2026,11.2937,6138.22
SIF-123,26-Aug-2026,11.2934,30.41
SIF-9,26-Aug-2026,11.1331,269251.71
SIF-10,26-Aug-2026,10.7673,8326.01
SIF-11,26-Aug-2026,11.0412,146725.84
SIF-12,26-Aug-2026,10.6757,330.72
SIF-83,26-Aug-2026,10.7156,10.43
SIF-80,26-Aug-2026,10.6645,5086.36
SIF-81,26-Aug-2026,10.6645,2.10
SIF-79,26-Aug-2026,10.7158,2281.51
SIF-112,26-Aug-2026,10.0925,77.21
SIF-114,26-Aug-2026,10.0552,4898.28
SIF-115,26-Aug-2026,10.0552,4.09
SIF-61,26-Aug-2026,10.621,
SIF-75,26-Aug-2026,10.259,1.09
SIF-62,26-Aug-2026,10.554,6411.82
SIF-69,26-Aug-2026,10.421,16.19
SIF-71,26-Aug-2026,10.554,10.13
SIF-19,26-Aug-2026,947.7266,15304.83
SIF-20,26-Aug-2026,947.7266,9.40
SIF-21,26-Aug-2026,937.3333,23403.71
SIF-22,26-Aug-2026,937.3333,70.25
SIF-140,26-Aug-2026,11.27,191.86
SIF-143,26-Aug-2026,11.2305,469.82
SIF-144,26-Aug-2026,11.2305,1.69
SIF-57,26-Aug-2026,10.7935,6672.40
SIF-55,26-Aug-2026,10.7127,18524.85
SIF-59,26-Aug-2026,10.7127,3.98
SIF-145,26-Aug-2026,10.33,
SIF-148,26-Aug-2026,10.33,
SIF-146,26-Aug-2026,10.314,
SIF-147,26-Aug-2026,10.314,
SIF-125,26-Aug-2026,10.4666,4219.47
SIF-124,26-Aug-2026,10.4334,11299.70
SIF-33,26-Aug-2026,10.52,58363.39
SIF-34,26-Aug-2026,10.44,104320.21
SIF-127,26-Aug-2026,10.94,2957.85
SIF-126,26-Aug-2026,10.9,3914.62
SIF-36,26-Aug-2026,10.7762,31862.76
SIF-35,26-Aug-2026,10.6913,50858.68
SIF-14,26-Aug-2026,10.6357,174995.47
SIF-15,26-Aug-2026,10.6418,1524.53
SIF-13,26-Aug-2026,10.5714,173724.47
SIF-16,26-Aug-2026,10.5705,441.58
SIF-134,26-Aug-2026,10.215,646.54
SIF-135,26-Aug-2026,10.215,19.69
SIF-136,26-Aug-2026,10.186,3504.14
SIF-137,26-Aug-2026,10.186,72.99
SIF-139,26-Aug-2026,10.1523,
SIF-138,26-Aug-2026,10.1391,
SIF-92,26-Aug-2026,11.5493,150.77
SIF-91,26-Aug-2026,11.4843,19.31
SIF-90,26-Aug-2026,11.5493,3752.11
SIF-93,26-Aug-2026,11.4843,1143.81
SIF-23,26-Aug-2026,11.5508,10675.99
SIF-25,26-Aug-2026,11.4235,8780.59
SIF-24,26-Aug-2026,11.5508,2846.08
SIF-26,26-Aug-2026,11.4235,69.41
SIF-1,26-Aug-2026,11.2398,34219.94
SIF-3,26-Aug-2026,11.0946,21626.58
SIF-2,26-Aug-2026,11.2398,1891.16
SIF-4,26-Aug-2026,11.0946,107.01
SIF-5,26-Aug-2026,11.1041,12636.28
SIF-7,26-Aug-2026,10.9591,2452.04
SIF-6,26-Aug-2026,11.1041,319.14
SIF-8,26-Aug-2026,11.1401,21.86
SIF-116,26-Aug-2026,10.2427,1488.90
SIF-117,26-Aug-2026,10.1964,424.18
SIF-118,26-Aug-2026,10.2427,16.81
SIF-119,26-Aug-2026,10.1964,14.30
SIF-129,26-Aug-2026,10.1842,2707.94
SIF-130,26-Aug-2026,10.1848,1.32
SIF-128,26-Aug-2026,10.1721,4763.76
SIF-95,26-Aug-2026,1021.5397,9683.67
SIF-94,26-Aug-2026,1021.5397,27.25
SIF-96,26-Aug-2026,1015.7754,989.09
SIF-97,26-Aug-2026,1015.7754,6.90
SIF-149,26-Aug-2026,10.65,
SIF-151,26-Aug-2026,10.65,
SIF-150,26-Aug-2026,10.64,
SIF-152,26-Aug-2026,10.64,
SIF-99,26-Aug-2026,10.6393,2622.52
SIF-100,26-Aug-2026,10.0422,
SIF-103,26-Aug-2026,10.0422,
SIF-102,26-Aug-2026,10.5819,8822.95
SIF-98,26-Aug-2026,10.5819,
SIF-101,26-Aug-2026,10.5819,15.92
SIF-32,26-Aug-2026,10.2829,18223.60
SIF-31,26-Aug-2026,10.2829,
SIF-28,26-Aug-2026,10.2829,93.49
SIF-29,26-Aug-2026,10.1529,35457.39
SIF-30,26-Aug-2026,10.1529,
SIF-27,26-Aug-2026,10.1529,121.83
SIF-107,26-Aug-2026,10.925,77.30
SIF-104,26-Aug-2026,10.901,6.20
SIF-105,26-Aug-2026,10.8326,986.59
SIF-106,26-Aug-2026,10.8335,3.86
SIF-108,26-Aug-2026,10.7356,106.73
SIF-111,26-Aug-2026,10.6678,992.65
SIF-110,26-Aug-2026,10.6684,3.09
