sif_code,nav_date,nav,AUM
SIF-120,01-Sep-2026,11.1477,2975.25
SIF-121,01-Sep-2026,11.1477,13.77
SIF-122,01-Sep-2026,11.1055,6138.22
SIF-123,01-Sep-2026,11.1052,30.41
SIF-155,01-Sep-2026,10.01,
SIF-156,01-Sep-2026,10.01,
SIF-140,01-Sep-2026,11.0177,191.86
SIF-143,01-Sep-2026,10.9754,469.82
SIF-144,01-Sep-2026,10.9754,1.69
SIF-33,01-Sep-2026,10.44,58363.39
SIF-34,01-Sep-2026,10.36,104320.21
SIF-23,01-Sep-2026,11.5638,10675.99
SIF-25,01-Sep-2026,11.4338,8780.59
SIF-24,01-Sep-2026,11.5638,2846.08
SIF-26,01-Sep-2026,11.4338,69.41
SIF-107,01-Sep-2026,10.8074,77.30
SIF-104,01-Sep-2026,10.7837,6.20
SIF-105,01-Sep-2026,10.7124,986.59
SIF-106,01-Sep-2026,10.7133,3.86
SIF-153,01-Sep-2026,10.01,
SIF-154,01-Sep-2026,10.01,
SIF-112,01-Sep-2026,9.9813,77.21
SIF-114,01-Sep-2026,9.9421,4898.28
SIF-115,01-Sep-2026,9.9421,4.09
SIF-61,01-Sep-2026,10.556,
SIF-75,01-Sep-2026,10.194,1.09
SIF-62,01-Sep-2026,10.486,6411.82
SIF-69,01-Sep-2026,10.355,16.19
SIF-71,01-Sep-2026,10.486,10.13
SIF-19,01-Sep-2026,936.0381,15304.83
SIF-20,01-Sep-2026,936.0381,9.40
SIF-21,01-Sep-2026,925.5506,23403.71
SIF-22,01-Sep-2026,925.5506,70.25
SIF-57,01-Sep-2026,10.6643,6672.40
SIF-60,01-Sep-2026,10.6643,
SIF-55,01-Sep-2026,10.5819,18524.85
SIF-59,01-Sep-2026,10.5819,3.98
SIF-127,01-Sep-2026,10.84,2957.85
SIF-126,01-Sep-2026,10.80,3914.62
SIF-1,01-Sep-2026,11.2204,34219.94
SIF-3,01-Sep-2026,11.073,21626.58
SIF-2,01-Sep-2026,11.2204,1891.16
SIF-4,01-Sep-2026,11.073,107.01
SIF-95,01-Sep-2026,1013.4226,9683.67
SIF-94,01-Sep-2026,1013.4226,27.25
SIF-96,01-Sep-2026,1007.4173,989.09
SIF-97,01-Sep-2026,1007.4173,6.90
SIF-149,01-Sep-2026,10.54,
SIF-151,01-Sep-2026,10.54,
SIF-150,01-Sep-2026,10.52,
SIF-152,01-Sep-2026,10.52,
SIF-99,01-Sep-2026,10.5962,2622.52
SIF-100,01-Sep-2026,10.0015,
SIF-103,01-Sep-2026,10.0015,
SIF-102,01-Sep-2026,10.5358,8822.95
SIF-98,01-Sep-2026,10.5358,
SIF-101,01-Sep-2026,10.5358,15.92
SIF-108,01-Sep-2026,10.5736,106.73
SIF-111,01-Sep-2026,10.5033,992.65
SIF-110,01-Sep-2026,10.5039,3.09
SIF-116,01-Sep-2026,10.319,1488.90
SIF-117,01-Sep-2026,10.2697,424.18
SIF-118,01-Sep-2026,10.319,16.81
SIF-119,01-Sep-2026,10.2697,14.30
SIF-88,31-Aug-2026,10.5704,5761.98
SIF-86,31-Aug-2026,10.5704,10.18
SIF-87,31-Aug-2026,10.5107,12347.04
SIF-89,31-Aug-2026,10.5107,10.16
SIF-125,31-Aug-2026,10.4524,4219.47
SIF-124,31-Aug-2026,10.4173,11299.70
SIF-92,01-Sep-2026,11.5787,150.77
SIF-91,01-Sep-2026,11.5111,19.31
SIF-90,01-Sep-2026,11.5787,3752.11
SIF-93,01-Sep-2026,11.5111,1143.81
SIF-9,01-Sep-2026,11.1176,269251.71
SIF-10,01-Sep-2026,10.7523,8326.01
SIF-11,01-Sep-2026,11.0243,146725.84
SIF-12,01-Sep-2026,10.6594,330.72
SIF-83,31-Aug-2026,10.7921,10.43
SIF-80,31-Aug-2026,10.7390,5086.36
SIF-81,31-Aug-2026,10.7389,2.10
SIF-79,31-Aug-2026,10.7923,2281.51
SIF-51,01-Sep-2026,10.306,9.42
SIF-54,01-Sep-2026,10.402,5211.65
SIF-48,01-Sep-2026,10.399,10.17
SIF-43,01-Sep-2026,10.013,
SIF-40,01-Sep-2026,10.373,5846.08
SIF-44,01-Sep-2026,10.373,11.10
SIF-145,01-Sep-2026,10.343,
SIF-148,01-Sep-2026,10.343,
SIF-146,01-Sep-2026,10.325,
SIF-147,01-Sep-2026,10.325,
SIF-36,01-Sep-2026,10.6765,31862.76
SIF-35,01-Sep-2026,10.5900,50858.68
SIF-14,01-Sep-2026,10.6026,174995.47
SIF-15,01-Sep-2026,10.6087,1524.53
SIF-13,01-Sep-2026,10.5374,173724.47
SIF-16,01-Sep-2026,10.5365,441.58
SIF-134,01-Sep-2026,10.218,646.54
SIF-135,01-Sep-2026,10.218,19.69
SIF-136,01-Sep-2026,10.187,3504.14
SIF-137,01-Sep-2026,10.187,72.99
SIF-139,01-Sep-2026,10.1867,
SIF-138,01-Sep-2026,10.1715,
SIF-5,01-Sep-2026,11.1724,12636.28
SIF-7,01-Sep-2026,11.024,2452.04
SIF-6,01-Sep-2026,11.1724,319.14
SIF-8,01-Sep-2026,11.2061,21.86
SIF-129,01-Sep-2026,10.2036,2707.94
SIF-130,01-Sep-2026,10.2041,1.32
SIF-128,01-Sep-2026,10.1903,4763.76
SIF-32,01-Sep-2026,10.2775,18223.60
SIF-31,01-Sep-2026,10.2775,
SIF-28,01-Sep-2026,10.2775,93.49
SIF-29,01-Sep-2026,10.1446,35457.39
SIF-30,01-Sep-2026,10.1446,
SIF-27,01-Sep-2026,10.1446,121.83
