sif_code,nav_date,nav,AUM
SIF-120,27-Aug-2026,11.2669,2975.25
SIF-121,27-Aug-2026,11.2669,13.77
SIF-122,27-Aug-2026,11.2266,6138.22
SIF-123,27-Aug-2026,11.2263,30.41
SIF-9,27-Aug-2026,11.1337,269251.71
SIF-10,27-Aug-2026,10.7679,8326.01
SIF-11,27-Aug-2026,11.0416,146725.84
SIF-12,27-Aug-2026,10.6761,330.72
SIF-83,27-Aug-2026,10.7099,10.43
SIF-80,27-Aug-2026,10.6585,5086.36
SIF-81,27-Aug-2026,10.6585,2.10
SIF-79,27-Aug-2026,10.7101,2281.51
SIF-112,27-Aug-2026,10.0532,77.21
SIF-114,27-Aug-2026,10.0156,4898.28
SIF-115,27-Aug-2026,10.0156,4.09
SIF-61,27-Aug-2026,10.579,
SIF-75,27-Aug-2026,10.218,1.09
SIF-62,27-Aug-2026,10.511,6411.82
SIF-69,27-Aug-2026,10.379,16.19
SIF-71,27-Aug-2026,10.511,10.13
SIF-51,27-Aug-2026,10.289,9.42
SIF-54,27-Aug-2026,10.385,5211.65
SIF-48,27-Aug-2026,10.383,10.17
SIF-43,27-Aug-2026,9.998,
SIF-40,27-Aug-2026,10.357,5846.08
SIF-44,27-Aug-2026,10.357,11.10
SIF-19,27-Aug-2026,944.7693,15304.83
SIF-20,27-Aug-2026,944.7693,9.40
SIF-21,27-Aug-2026,934.371,23403.71
SIF-22,27-Aug-2026,934.371,70.25
SIF-88,27-Aug-2026,10.5662,5761.98
SIF-86,27-Aug-2026,10.5662,10.18
SIF-87,27-Aug-2026,10.508,12347.04
SIF-89,27-Aug-2026,10.508,10.16
SIF-140,27-Aug-2026,11.2251,191.86
SIF-143,27-Aug-2026,11.1851,469.82
SIF-144,27-Aug-2026,11.1851,1.69
SIF-57,27-Aug-2026,10.7742,6672.40
SIF-55,27-Aug-2026,10.6931,18524.85
SIF-59,27-Aug-2026,10.6931,3.98
SIF-145,27-Aug-2026,10.328,
SIF-148,27-Aug-2026,10.328,
SIF-146,27-Aug-2026,10.311,
SIF-147,27-Aug-2026,10.311,
SIF-125,27-Aug-2026,10.4559,4219.47
SIF-124,27-Aug-2026,10.4224,11299.70
SIF-33,27-Aug-2026,10.5,58363.39
SIF-34,27-Aug-2026,10.42,104320.21
SIF-127,27-Aug-2026,10.91,2957.85
SIF-126,27-Aug-2026,10.87,3914.62
SIF-36,27-Aug-2026,10.7381,31862.76
SIF-35,27-Aug-2026,10.6531,50858.68
SIF-14,27-Aug-2026,10.6367,174995.47
SIF-15,27-Aug-2026,10.6428,1524.53
SIF-13,27-Aug-2026,10.5722,173724.47
SIF-16,27-Aug-2026,10.5713,441.58
SIF-134,27-Aug-2026,10.209,646.54
SIF-135,27-Aug-2026,10.209,19.69
SIF-136,27-Aug-2026,10.179,3504.14
SIF-137,27-Aug-2026,10.179,72.99
SIF-139,27-Aug-2026,10.1463,
SIF-138,27-Aug-2026,10.1328,
SIF-92,27-Aug-2026,11.5333,150.77
SIF-91,27-Aug-2026,11.4679,19.31
SIF-90,27-Aug-2026,11.5333,3752.11
SIF-93,27-Aug-2026,11.4679,1143.81
SIF-23,27-Aug-2026,11.5205,10675.99
SIF-25,27-Aug-2026,11.393,8780.59
SIF-24,27-Aug-2026,11.5205,2846.08
SIF-26,27-Aug-2026,11.393,69.41
SIF-1,27-Aug-2026,11.2295,34219.94
SIF-3,27-Aug-2026,11.0841,21626.58
SIF-2,27-Aug-2026,11.2295,1891.16
SIF-4,27-Aug-2026,11.0841,107.01
SIF-5,27-Aug-2026,11.0848,12636.28
SIF-7,27-Aug-2026,10.9397,2452.04
SIF-6,27-Aug-2026,11.0848,319.14
SIF-8,27-Aug-2026,11.1203,21.86
SIF-116,27-Aug-2026,10.2537,1488.90
SIF-117,27-Aug-2026,10.2068,424.18
SIF-118,27-Aug-2026,10.2537,16.81
SIF-119,27-Aug-2026,10.2068,14.30
SIF-129,27-Aug-2026,10.179,2707.94
SIF-130,27-Aug-2026,10.1795,1.32
SIF-128,27-Aug-2026,10.1667,4763.76
SIF-95,27-Aug-2026,1017.9116,9683.67
SIF-94,27-Aug-2026,1017.9116,27.25
SIF-96,27-Aug-2026,1012.1198,989.09
SIF-97,27-Aug-2026,1012.1198,6.90
SIF-149,27-Aug-2026,10.63,
SIF-151,27-Aug-2026,10.63,
SIF-150,27-Aug-2026,10.61,
SIF-152,27-Aug-2026,10.61,
SIF-99,27-Aug-2026,10.57,2622.52
SIF-100,27-Aug-2026,9.9768,
SIF-103,27-Aug-2026,9.9768,
SIF-102,27-Aug-2026,10.5125,8822.95
SIF-98,27-Aug-2026,10.5125,
SIF-101,27-Aug-2026,10.5125,15.92
SIF-32,27-Aug-2026,10.2438,18223.60
SIF-31,27-Aug-2026,10.2438,
SIF-28,27-Aug-2026,10.2438,93.49
SIF-29,27-Aug-2026,10.1138,35457.39
SIF-30,27-Aug-2026,10.1138,
SIF-27,27-Aug-2026,10.1138,121.83
SIF-107,27-Aug-2026,10.8941,77.30
SIF-104,27-Aug-2026,10.8701,6.20
SIF-105,27-Aug-2026,10.8013,986.59
SIF-106,27-Aug-2026,10.8022,3.86
SIF-108,27-Aug-2026,10.6837,106.73
SIF-111,27-Aug-2026,10.6156,992.65
SIF-110,27-Aug-2026,10.6162,3.09
