sif_code,nav_date,nav,AUM
SIF-120,02-Sep-2026,11.0674,2975.25
SIF-121,02-Sep-2026,11.0675,13.77
SIF-122,02-Sep-2026,11.0252,6138.22
SIF-123,02-Sep-2026,11.0249,30.41
SIF-155,02-Sep-2026,10.01,
SIF-156,02-Sep-2026,10.01,
SIF-140,02-Sep-2026,10.9947,191.86
SIF-143,02-Sep-2026,10.9519,469.82
SIF-144,02-Sep-2026,10.9519,1.69
SIF-33,02-Sep-2026,10.40,58363.39
SIF-34,02-Sep-2026,10.31,104320.21
SIF-159,02-Sep-2026,9.9655,
SIF-160,02-Sep-2026,9.9655,
SIF-157,02-Sep-2026,9.9630,
SIF-158,02-Sep-2026,9.9630,
SIF-23,02-Sep-2026,11.669,10675.99
SIF-25,02-Sep-2026,11.5375,8780.59
SIF-24,02-Sep-2026,11.669,2846.08
SIF-26,02-Sep-2026,11.5375,69.41
SIF-107,02-Sep-2026,10.7517,77.30
SIF-104,02-Sep-2026,10.728,6.20
SIF-105,02-Sep-2026,10.6566,986.59
SIF-106,02-Sep-2026,10.6575,3.86
SIF-153,02-Sep-2026,10.02,
SIF-154,02-Sep-2026,10.01,
SIF-112,02-Sep-2026,9.9155,77.21
SIF-114,02-Sep-2026,9.8761,4898.28
SIF-115,02-Sep-2026,9.8761,4.09
SIF-61,02-Sep-2026,10.488,
SIF-75,02-Sep-2026,10.127,1.09
SIF-62,02-Sep-2026,10.418,6411.82
SIF-69,02-Sep-2026,10.287,16.19
SIF-71,02-Sep-2026,10.418,10.13
SIF-19,02-Sep-2026,930.4508,15304.83
SIF-20,02-Sep-2026,930.4508,9.40
SIF-21,02-Sep-2026,919.9890,23403.71
SIF-22,02-Sep-2026,919.9890,70.25
SIF-57,02-Sep-2026,10.6286,6672.40
SIF-60,02-Sep-2026,10.6286,
SIF-55,02-Sep-2026,10.5461,18524.85
SIF-59,02-Sep-2026,10.5461,3.98
SIF-127,02-Sep-2026,10.77,2957.85
SIF-126,02-Sep-2026,10.73,3914.62
SIF-1,02-Sep-2026,11.2259,34219.94
SIF-3,02-Sep-2026,11.0781,21626.58
SIF-2,02-Sep-2026,11.2259,1891.16
SIF-4,02-Sep-2026,11.0781,107.01
SIF-95,02-Sep-2026,1009.0745,9683.67
SIF-94,02-Sep-2026,1009.0745,27.25
SIF-96,02-Sep-2026,1003.0474,989.09
SIF-97,02-Sep-2026,1003.0474,6.90
SIF-149,02-Sep-2026,10.51,
SIF-151,02-Sep-2026,10.51,
SIF-150,02-Sep-2026,10.49,
SIF-152,02-Sep-2026,10.49,
SIF-99,02-Sep-2026,10.5563,2622.52
SIF-100,02-Sep-2026,9.9638,
SIF-103,02-Sep-2026,9.9638,
SIF-102,02-Sep-2026,10.4955,8822.95
SIF-98,02-Sep-2026,10.4955,
SIF-101,02-Sep-2026,10.4955,15.92
SIF-108,02-Sep-2026,10.5142,106.73
SIF-111,02-Sep-2026,10.4438,992.65
SIF-110,02-Sep-2026,10.4443,3.09
SIF-116,02-Sep-2026,10.4191,1488.90
SIF-117,02-Sep-2026,10.3689,424.18
SIF-118,02-Sep-2026,10.4191,16.81
SIF-119,02-Sep-2026,10.3689,14.30
SIF-88,01-Sep-2026,10.5376,5761.98
SIF-86,01-Sep-2026,10.5376,10.18
SIF-87,01-Sep-2026,10.4777,12347.04
SIF-89,01-Sep-2026,10.4777,10.16
SIF-125,01-Sep-2026,10.4448,4219.47
SIF-124,01-Sep-2026,10.4092,11299.70
SIF-92,02-Sep-2026,11.692,150.77
SIF-91,02-Sep-2026,11.6233,19.31
SIF-90,02-Sep-2026,11.692,3752.11
SIF-93,02-Sep-2026,11.6233,1143.81
SIF-9,02-Sep-2026,11.1244,269251.71
SIF-10,02-Sep-2026,10.7589,8326.01
SIF-11,02-Sep-2026,11.0308,146725.84
SIF-12,02-Sep-2026,10.6657,330.72
SIF-83,02-Sep-2026,10.7762,10.43
SIF-80,02-Sep-2026,10.7224,5086.36
SIF-81,02-Sep-2026,10.7224,2.10
SIF-79,02-Sep-2026,10.7764,2281.51
SIF-51,02-Sep-2026,10.297,9.42
SIF-54,02-Sep-2026,10.393,5211.65
SIF-48,02-Sep-2026,10.39,10.17
SIF-43,02-Sep-2026,10.004,
SIF-40,02-Sep-2026,10.364,5846.08
SIF-44,02-Sep-2026,10.364,11.10
SIF-145,02-Sep-2026,10.335,
SIF-148,02-Sep-2026,10.335,
SIF-146,02-Sep-2026,10.316,
SIF-147,02-Sep-2026,10.316,
SIF-36,02-Sep-2026,10.6236,31862.76
SIF-35,02-Sep-2026,10.5372,50858.68
SIF-14,02-Sep-2026,10.5874,174995.47
SIF-15,02-Sep-2026,10.5934,1524.53
SIF-13,02-Sep-2026,10.5221,173724.47
SIF-16,02-Sep-2026,10.5212,441.58
SIF-134,02-Sep-2026,10.199,646.54
SIF-135,02-Sep-2026,10.199,19.69
SIF-136,02-Sep-2026,10.167,3504.14
SIF-137,02-Sep-2026,10.167,72.99
SIF-139,02-Sep-2026,10.1763,
SIF-138,02-Sep-2026,10.1608,
SIF-5,02-Sep-2026,11.2776,12636.28
SIF-7,02-Sep-2026,11.1274,2452.04
SIF-6,02-Sep-2026,11.2776,319.14
SIF-8,02-Sep-2026,11.3112,21.86
SIF-129,02-Sep-2026,10.2029,2707.94
SIF-130,02-Sep-2026,10.2035,1.32
SIF-128,02-Sep-2026,10.1895,4763.76
SIF-32,02-Sep-2026,10.2580,18223.60
