sif_code,nav_date,nav,AUM
SIF-120,20-Aug-2026,11.323,2975.25
SIF-121,20-Aug-2026,11.3231,13.77
SIF-122,20-Aug-2026,11.2859,6138.22
SIF-123,20-Aug-2026,11.2856,30.41
SIF-9,20-Aug-2026,11.1155,269251.71
SIF-10,20-Aug-2026,10.8002,8326.01
SIF-11,20-Aug-2026,11.0253,146725.84
SIF-12,20-Aug-2026,10.7103,330.72
SIF-83,20-Aug-2026,10.709,10.43
SIF-80,20-Aug-2026,10.66,5086.36
SIF-81,20-Aug-2026,10.6599,2.10
SIF-79,20-Aug-2026,10.7092,2281.51
SIF-112,20-Aug-2026,10.0788,77.21
SIF-114,20-Aug-2026,10.0439,4898.28
SIF-115,20-Aug-2026,10.0439,4.09
SIF-61,20-Aug-2026,10.625,
SIF-75,20-Aug-2026,10.265,1.09
SIF-62,20-Aug-2026,10.56,6411.82
SIF-69,20-Aug-2026,10.427,16.19
SIF-71,20-Aug-2026,10.56,10.13
SIF-51,20-Aug-2026,10.282,9.42
SIF-54,20-Aug-2026,10.378,5211.65
SIF-48,20-Aug-2026,10.376,10.17
SIF-43,20-Aug-2026,9.992,
SIF-40,20-Aug-2026,10.351,5846.08
SIF-44,20-Aug-2026,10.351,11.10
SIF-19,20-Aug-2026,944.8634,15304.83
SIF-20,20-Aug-2026,944.8634,9.40
SIF-21,20-Aug-2026,934.726,23403.71
SIF-22,20-Aug-2026,934.726,70.25
SIF-88,20-Aug-2026,10.5681,5761.98
SIF-86,20-Aug-2026,10.5681,10.18
SIF-87,20-Aug-2026,10.5125,12347.04
SIF-89,20-Aug-2026,10.5125,10.16
SIF-140,20-Aug-2026,11.2412,191.86
SIF-143,20-Aug-2026,11.2055,469.82
SIF-144,20-Aug-2026,11.2055,1.69
SIF-57,20-Aug-2026,10.8341,6672.40
SIF-55,20-Aug-2026,10.7557,18524.85
SIF-59,20-Aug-2026,10.7557,3.98
SIF-145,20-Aug-2026,10.297,
SIF-148,20-Aug-2026,10.297,
SIF-146,20-Aug-2026,10.282,
SIF-147,20-Aug-2026,10.282,
SIF-125,20-Aug-2026,10.4573,4219.47
SIF-124,20-Aug-2026,10.4266,11299.70
SIF-33,20-Aug-2026,10.5,58363.39
SIF-34,20-Aug-2026,10.42,104320.21
SIF-127,20-Aug-2026,10.88,2957.85
SIF-126,20-Aug-2026,10.85,3914.62
SIF-36,20-Aug-2026,10.7626,31862.76
SIF-35,20-Aug-2026,10.6801,50858.68
SIF-14,20-Aug-2026,10.6248,174995.47
SIF-15,20-Aug-2026,10.6309,1524.53
SIF-13,20-Aug-2026,10.5616,173724.47
SIF-16,20-Aug-2026,10.5607,441.58
SIF-134,20-Aug-2026,10.213,646.54
SIF-135,20-Aug-2026,10.213,19.69
SIF-136,20-Aug-2026,10.186,3504.14
SIF-137,20-Aug-2026,10.186,72.99
SIF-139,20-Aug-2026,10.149,
SIF-138,20-Aug-2026,10.1377,
SIF-92,20-Aug-2026,11.5459,150.77
SIF-91,20-Aug-2026,11.4838,19.31
SIF-90,20-Aug-2026,11.5459,3752.11
SIF-93,20-Aug-2026,11.4838,1143.81
SIF-23,20-Aug-2026,11.4356,10675.99
SIF-25,20-Aug-2026,11.312,8780.59
SIF-24,20-Aug-2026,11.4356,2846.08
SIF-26,20-Aug-2026,11.312,69.41
SIF-1,20-Aug-2026,11.0839,34219.94
SIF-3,20-Aug-2026,10.9431,21626.58
SIF-2,20-Aug-2026,11.0839,1891.16
SIF-4,20-Aug-2026,10.9431,107.01
SIF-5,20-Aug-2026,11.0623,12636.28
SIF-7,20-Aug-2026,10.9204,2452.04
SIF-6,20-Aug-2026,11.0623,319.14
SIF-8,20-Aug-2026,11.1007,21.86
SIF-116,20-Aug-2026,10.1408,1488.90
SIF-117,20-Aug-2026,10.0975,424.18
SIF-118,20-Aug-2026,10.1408,16.81
SIF-119,20-Aug-2026,10.0975,14.30
SIF-129,20-Aug-2026,10.1786,2707.94
SIF-130,20-Aug-2026,10.179,1.32
SIF-128,20-Aug-2026,10.1675,4763.76
SIF-95,20-Aug-2026,1016.5365,9683.67
SIF-94,20-Aug-2026,1016.5365,27.25
SIF-96,20-Aug-2026,1011.0881,989.09
SIF-97,20-Aug-2026,1011.0881,6.90
SIF-149,20-Aug-2026,10.57,
SIF-151,20-Aug-2026,10.57,
SIF-150,20-Aug-2026,10.55,
SIF-152,20-Aug-2026,10.55,
SIF-99,20-Aug-2026,10.6244,2622.52
SIF-100,20-Aug-2026,10.028,
SIF-103,20-Aug-2026,10.028,
SIF-102,20-Aug-2026,10.5703,8822.95
SIF-98,20-Aug-2026,10.5703,
SIF-101,20-Aug-2026,10.5703,15.92
SIF-32,20-Aug-2026,10.2518,18223.60
SIF-31,20-Aug-2026,10.2518,
SIF-28,20-Aug-2026,10.2518,93.49
SIF-29,20-Aug-2026,10.1251,35457.39
SIF-30,20-Aug-2026,10.1251,
SIF-27,20-Aug-2026,10.1251,121.83
SIF-107,20-Aug-2026,10.8135,77.30
SIF-104,20-Aug-2026,10.7897,6.20
SIF-105,20-Aug-2026,10.7256,986.59
SIF-106,20-Aug-2026,10.7265,3.86
SIF-108,20-Aug-2026,10.7044,106.73
SIF-111,20-Aug-2026,10.6403,992.65
SIF-110,20-Aug-2026,10.6409,3.09
