sif_code,nav_date,nav,AUM
SIF-120,25-Sep-2026,10.8623,2975.25
SIF-121,25-Sep-2026,10.8623,13.77
SIF-122,25-Sep-2026,10.8106,6138.22
SIF-123,25-Sep-2026,10.8103,30.41
SIF-155,25-Sep-2026,10.00,
SIF-156,25-Sep-2026,9.99,
SIF-140,25-Sep-2026,11.2941,191.86
SIF-141,25-Sep-2026,11.2941,
SIF-143,25-Sep-2026,11.2367,469.82
SIF-144,25-Sep-2026,11.2367,1.69
SIF-33,25-Sep-2026,10.34,58363.39
SIF-34,25-Sep-2026,10.25,104320.21
SIF-159,25-Sep-2026,9.9219,
SIF-160,25-Sep-2026,9.9220,
SIF-157,25-Sep-2026,9.9116,
SIF-158,25-Sep-2026,9.9116,
SIF-23,25-Sep-2026,11.5972,10675.99
SIF-25,25-Sep-2026,11.4568,8780.59
SIF-24,25-Sep-2026,11.5972,2846.08
SIF-26,25-Sep-2026,11.4568,69.41
SIF-107,25-Sep-2026,10.6281,77.30
SIF-104,25-Sep-2026,10.6047,6.20
SIF-105,25-Sep-2026,10.5207,986.59
SIF-106,25-Sep-2026,10.5216,3.86
SIF-153,25-Sep-2026,9.91,
SIF-154,25-Sep-2026,9.90,
SIF-112,25-Sep-2026,9.7793,77.21
SIF-114,25-Sep-2026,9.7335,4898.28
SIF-115,25-Sep-2026,9.7335,4.09
SIF-61,25-Sep-2026,10.307,
SIF-75,25-Sep-2026,9.943,1.09
SIF-62,25-Sep-2026,10.228,6411.82
SIF-69,25-Sep-2026,10.1,16.19
SIF-71,25-Sep-2026,10.228,10.13
SIF-19,25-Sep-2026,901.7365,15304.83
SIF-20,25-Sep-2026,901.7365,9.40
SIF-21,25-Sep-2026,890.7768,23403.71
SIF-22,25-Sep-2026,890.7768,70.25
SIF-57,25-Sep-2026,10.4001,6672.40
SIF-60,25-Sep-2026,10.4001,
SIF-55,25-Sep-2026,10.3095,18524.85
SIF-59,25-Sep-2026,10.3095,3.98
SIF-127,25-Sep-2026,10.76,2957.85
SIF-126,25-Sep-2026,10.71,3914.62
SIF-1,25-Sep-2026,11.1367,34219.94
SIF-3,25-Sep-2026,10.9807,21626.58
SIF-2,25-Sep-2026,11.1367,1891.16
SIF-4,25-Sep-2026,10.9807,107.01
SIF-95,25-Sep-2026,983.6132,9683.67
SIF-94,25-Sep-2026,983.6132,27.25
SIF-96,25-Sep-2026,976.6719,989.09
SIF-97,25-Sep-2026,976.6719,6.90
SIF-149,25-Sep-2026,10.40,
SIF-151,25-Sep-2026,10.40,
SIF-150,25-Sep-2026,10.37,
SIF-152,25-Sep-2026,10.37,
SIF-99,25-Sep-2026,10.4330,2622.52
SIF-100,25-Sep-2026,9.8474,
SIF-103,25-Sep-2026,9.8474,
SIF-102,25-Sep-2026,10.3607,8822.95
SIF-98,25-Sep-2026,10.3607,
SIF-101,25-Sep-2026,10.3607,15.92
SIF-108,25-Sep-2026,10.3612,106.73
SIF-111,25-Sep-2026,10.2787,992.65
SIF-110,25-Sep-2026,10.2792,3.09
SIF-116,25-Sep-2026,10.4686,1488.90
SIF-117,25-Sep-2026,10.4078,424.18
SIF-118,25-Sep-2026,10.4686,16.81
SIF-119,25-Sep-2026,10.4078,14.30
SIF-88,24-Sep-2026,10.5417,5761.98
SIF-86,24-Sep-2026,10.5417,10.18
SIF-87,24-Sep-2026,10.4728,12347.04
SIF-89,24-Sep-2026,10.4728,10.16
SIF-125,24-Sep-2026,10.3776,4219.47
SIF-124,24-Sep-2026,10.3331,11299.70
