sif_code,nav_date,nav,AUM
SIF-120,07-Sep-2026,11.0923,2975.25
SIF-121,07-Sep-2026,11.0923,13.77
SIF-122,07-Sep-2026,11.0476,6138.22
SIF-123,07-Sep-2026,11.0474,30.41
SIF-155,07-Sep-2026,10.02,
SIF-156,07-Sep-2026,10.02,
SIF-140,07-Sep-2026,11.2719,191.86
SIF-143,07-Sep-2026,11.2251,469.82
SIF-144,07-Sep-2026,11.2251,1.69
SIF-33,07-Sep-2026,10.42,58363.39
SIF-34,07-Sep-2026,10.33,104320.21
SIF-159,07-Sep-2026,9.9804,
SIF-160,07-Sep-2026,9.9804,
SIF-157,07-Sep-2026,9.9761,
SIF-158,07-Sep-2026,9.9762,
SIF-23,07-Sep-2026,11.7115,10675.99
SIF-25,07-Sep-2026,11.5773,8780.59
SIF-24,07-Sep-2026,11.7115,2846.08
SIF-26,07-Sep-2026,11.5773,69.41
SIF-107,07-Sep-2026,10.7513,77.30
SIF-104,07-Sep-2026,10.7276,6.20
SIF-105,07-Sep-2026,10.6533,986.59
SIF-106,07-Sep-2026,10.6542,3.86
SIF-153,07-Sep-2026,10.00,
SIF-154,07-Sep-2026,10.00,
SIF-112,07-Sep-2026,9.8980,77.21
SIF-114,07-Sep-2026,9.8567,4898.28
SIF-115,07-Sep-2026,9.8567,4.09
SIF-61,07-Sep-2026,10.492,
SIF-75,07-Sep-2026,10.128,1.09
SIF-62,07-Sep-2026,10.419,6411.82
SIF-69,07-Sep-2026,10.288,16.19
SIF-71,07-Sep-2026,10.419,10.13
SIF-19,07-Sep-2026,930.6724,15304.83
SIF-20,07-Sep-2026,930.6724,9.40
SIF-21,07-Sep-2026,920.0239,23403.71
SIF-22,07-Sep-2026,920.0239,70.25
SIF-57,07-Sep-2026,10.6077,6672.40
SIF-60,07-Sep-2026,10.6077,
SIF-55,07-Sep-2026,10.5231,18524.85
SIF-59,07-Sep-2026,10.5231,3.98
SIF-127,07-Sep-2026,10.81,2957.85
SIF-126,07-Sep-2026,10.77,3914.62
SIF-1,07-Sep-2026,11.2082,34219.94
SIF-3,07-Sep-2026,11.0585,21626.58
SIF-2,07-Sep-2026,11.2082,1891.16
SIF-4,07-Sep-2026,11.0585,107.01
SIF-95,07-Sep-2026,1006.2681,9683.67
SIF-94,07-Sep-2026,1006.2681,27.25
SIF-96,07-Sep-2026,1000.0205,989.09
SIF-97,07-Sep-2026,1000.0205,6.90
SIF-149,07-Sep-2026,10.54,
SIF-151,07-Sep-2026,10.54,
SIF-150,07-Sep-2026,10.51,
SIF-152,07-Sep-2026,10.51,
SIF-99,07-Sep-2026,10.5243,2622.52
SIF-100,07-Sep-2026,9.9336,
SIF-103,07-Sep-2026,9.9336,
SIF-102,07-Sep-2026,10.4610,8822.95
SIF-98,07-Sep-2026,10.4610,
SIF-101,07-Sep-2026,10.4610,15.92
SIF-108,07-Sep-2026,10.5188,106.73
SIF-111,07-Sep-2026,10.4454,992.65
SIF-110,07-Sep-2026,10.446,3.09
SIF-116,07-Sep-2026,10.4155,1488.90
SIF-117,07-Sep-2026,10.363,424.18
SIF-118,07-Sep-2026,10.4155,16.81
SIF-119,07-Sep-2026,10.363,14.30
SIF-88,04-Sep-2026,10.5760,5761.98
SIF-86,04-Sep-2026,10.5760,10.18
SIF-87,04-Sep-2026,10.5146,12347.04
SIF-89,04-Sep-2026,10.5146,10.16
SIF-125,07-Sep-2026,10.4292,4219.47
SIF-124,07-Sep-2026,10.3913,11299.70
SIF-92,07-Sep-2026,12.5661,150.77
SIF-91,07-Sep-2026,12.4896,19.31
SIF-90,07-Sep-2026,12.5661,3752.11
SIF-93,07-Sep-2026,12.4896,1143.81
SIF-9,07-Sep-2026,11.1488,269251.71
SIF-10,07-Sep-2026,10.7824,8326.01
SIF-11,07-Sep-2026,11.0538,146725.84
SIF-12,07-Sep-2026,10.6879,330.72
SIF-83,07-Sep-2026,10.7769,10.43
SIF-80,07-Sep-2026,10.7213,5086.36
SIF-81,07-Sep-2026,10.7213,2.10
SIF-79,07-Sep-2026,10.7771,2281.51
SIF-51,07-Sep-2026,10.317,9.42
SIF-54,07-Sep-2026,10.414,5211.65
SIF-48,07-Sep-2026,10.411,10.17
SIF-43,07-Sep-2026,10.024,
SIF-40,07-Sep-2026,10.384,5846.08
SIF-44,07-Sep-2026,10.384,11.10
SIF-145,07-Sep-2026,10.382,
SIF-148,07-Sep-2026,10.382,
SIF-146,07-Sep-2026,10.362,
SIF-147,07-Sep-2026,10.362,
SIF-36,07-Sep-2026,10.6192,31862.76
SIF-35,07-Sep-2026,10.5310,50858.68
SIF-14,07-Sep-2026,10.5759,174995.47
SIF-15,07-Sep-2026,10.5819,1524.53
SIF-13,07-Sep-2026,10.5098,173724.47
SIF-16,07-Sep-2026,10.5089,441.58
SIF-134,07-Sep-2026,10.199,646.54
SIF-135,07-Sep-2026,10.199,19.69
SIF-136,07-Sep-2026,10.165,3504.14
SIF-137,07-Sep-2026,10.165,72.99
SIF-139,07-Sep-2026,10.2145,
SIF-138,07-Sep-2026,10.1974,
SIF-5,07-Sep-2026,12.2904,12636.28
SIF-7,07-Sep-2026,12.1248,2452.04
SIF-6,07-Sep-2026,12.2904,319.14
SIF-8,07-Sep-2026,12.3251,21.86
SIF-129,07-Sep-2026,10.2306,2707.94
SIF-130,07-Sep-2026,10.2312,1.32
SIF-128,07-Sep-2026,10.2162,4763.76
SIF-32,07-Sep-2026,10.2615,18223.60
SIF-31,07-Sep-2026,10.2615,
SIF-28,07-Sep-2026,10.2615,93.49
SIF-29,07-Sep-2026,10.1258,35457.39
SIF-30,07-Sep-2026,10.1258,
SIF-27,07-Sep-2026,10.1258,121.83
