sif_code,nav_date,nav
SIF-95,09-Jul-2026,1000.5518
SIF-95,10-Jul-2026,1012.7154
SIF-95,13-Jul-2026,1011.7826
SIF-95,14-Jul-2026,1004.6707
SIF-95,15-Jul-2026,1006.5016
SIF-95,16-Jul-2026,1003.6202
SIF-95,17-Jul-2026,1006.6806
SIF-95,21-Jul-2026,1009.2921
SIF-95,22-Jul-2026,998.6547
SIF-95,23-Jul-2026,992.6669
SIF-95,24-Jul-2026,990.3560
SIF-95,27-Jul-2026,1000.7452
SIF-95,28-Jul-2026,999.3982
SIF-95,29-Jul-2026,1009.2339
SIF-95,30-Jul-2026,1009.3320
SIF-95,31-Jul-2026,1014.0970
SIF-95,03-Aug-2026,1026.9940
SIF-95,04-Aug-2026,1024.0690
SIF-95,05-Aug-2026,1026.0500
