sif_code,nav_date,nav
SIF-3,08-Oct-2025,10.0046
SIF-3,09-Oct-2025,10.0141
SIF-3,10-Oct-2025,10.0152
SIF-3,13-Oct-2025,10.0197
SIF-3,14-Oct-2025,10.0149
SIF-3,15-Oct-2025,10.0216
SIF-3,16-Oct-2025,10.0483
SIF-3,17-Oct-2025,10.0451
SIF-3,20-Oct-2025,10.0893
SIF-3,23-Oct-2025,10.1006
SIF-3,24-Oct-2025,10.0765
SIF-3,27-Oct-2025,10.0929
SIF-3,28-Oct-2025,10.0943
SIF-3,29-Oct-2025,10.1526
SIF-3,30-Oct-2025,10.1428
SIF-3,31-Oct-2025,10.1308
SIF-3,03-Nov-2025,10.1788
SIF-3,04-Nov-2025,10.1279
SIF-3,06-Nov-2025,10.0868
SIF-3,07-Nov-2025,10.0972
SIF-3,10-Nov-2025,10.1081
SIF-3,11-Nov-2025,10.1095
SIF-3,12-Nov-2025,10.1399
SIF-3,13-Nov-2025,10.1374
SIF-3,14-Nov-2025,10.1093
SIF-3,17-Nov-2025,10.1321
SIF-3,18-Nov-2025,10.0934
SIF-3,19-Nov-2025,10.1382
SIF-3,20-Nov-2025,10.1305
SIF-3,21-Nov-2025,10.1018
SIF-3,24-Nov-2025,10.1221
SIF-3,25-Nov-2025,10.082
SIF-3,26-Nov-2025,10.1442
SIF-3,27-Nov-2025,10.1129
SIF-3,28-Nov-2025,10.0959
SIF-3,01-Dec-2025,10.0779
SIF-3,02-Dec-2025,10.079
SIF-3,03-Dec-2025,10.0613
SIF-3,04-Dec-2025,10.1
SIF-3,05-Dec-2025,10.1239
SIF-3,08-Dec-2025,10.0572
SIF-3,09-Dec-2025,10.0096
SIF-3,10-Dec-2025,9.9865
SIF-3,11-Dec-2025,10.0559
SIF-3,12-Dec-2025,10.0889
SIF-3,15-Dec-2025,10.075
SIF-3,16-Dec-2025,10.0111
SIF-3,17-Dec-2025,9.9772
SIF-3,18-Dec-2025,9.9926
SIF-3,19-Dec-2025,10.0496
SIF-3,22-Dec-2025,10.0898
SIF-3,23-Dec-2025,10.0858
SIF-3,24-Dec-2025,10.0637
SIF-3,26-Dec-2025,10.0327
SIF-3,29-Dec-2025,9.9854
SIF-3,30-Dec-2025,9.9813
SIF-3,31-Dec-2025,10.0246
SIF-3,01-Jan-2026,10.0726
SIF-3,02-Jan-2026,10.13
SIF-3,05-Jan-2026,10.0974
SIF-3,06-Jan-2026,10.1308
SIF-3,07-Jan-2026,10.1427
SIF-3,08-Jan-2026,10.0607
SIF-3,09-Jan-2026,9.9431
SIF-3,12-Jan-2026,9.9527
SIF-3,13-Jan-2026,9.9476
SIF-3,14-Jan-2026,9.8853
SIF-3,16-Jan-2026,9.8555
SIF-3,19-Jan-2026,9.8011
SIF-3,20-Jan-2026,9.6792
SIF-3,21-Jan-2026,9.619
SIF-3,22-Jan-2026,9.6771
SIF-3,23-Jan-2026,9.5264
SIF-3,27-Jan-2026,9.565
SIF-3,28-Jan-2026,9.6181
SIF-3,29-Jan-2026,9.6721
SIF-3,30-Jan-2026,9.6802
SIF-3,02-Feb-2026,9.6397
SIF-3,03-Feb-2026,9.7828
SIF-3,04-Feb-2026,9.8093
SIF-3,05-Feb-2026,9.8147
SIF-3,06-Feb-2026,9.8112
SIF-3,09-Feb-2026,9.8736
SIF-3,10-Feb-2026,9.8614
SIF-3,11-Feb-2026,9.8928
SIF-3,12-Feb-2026,9.8674
SIF-3,13-Feb-2026,9.7528
SIF-3,16-Feb-2026,9.8056
SIF-3,17-Feb-2026,9.8271
SIF-3,18-Feb-2026,9.8524
SIF-3,19-Feb-2026,9.7641
SIF-3,20-Feb-2026,9.7674
SIF-3,23-Feb-2026,9.7945
SIF-3,24-Feb-2026,9.7809
SIF-3,25-Feb-2026,9.814
SIF-3,26-Feb-2026,9.834
SIF-3,27-Feb-2026,9.7489
SIF-3,02-Mar-2026,9.6707
SIF-3,04-Mar-2026,9.5194
SIF-3,05-Mar-2026,9.5283
SIF-3,06-Mar-2026,9.4336
SIF-3,09-Mar-2026,9.3134
SIF-3,10-Mar-2026,9.4552
SIF-3,11-Mar-2026,9.3581
SIF-3,12-Mar-2026,9.3138
SIF-3,13-Mar-2026,9.2215
SIF-3,16-Mar-2026,9.2609
SIF-3,17-Mar-2026,9.2846
SIF-3,18-Mar-2026,9.3688
SIF-3,19-Mar-2026,9.1409
SIF-3,20-Mar-2026,9.1647
SIF-3,23-Mar-2026,8.9045
SIF-3,24-Mar-2026,9.0474
SIF-3,25-Mar-2026,9.1642
SIF-3,27-Mar-2026,9.0488
SIF-3,30-Mar-2026,8.865
SIF-3,31-Mar-2026,8.8648
SIF-3,01-Apr-2026,9.0356
SIF-3,02-Apr-2026,9.0071
SIF-3,06-Apr-2026,9.0806
SIF-3,07-Apr-2026,9.1144
SIF-3,08-Apr-2026,9.3883
SIF-3,09-Apr-2026,9.3799
SIF-3,10-Apr-2026,9.5329
SIF-3,13-Apr-2026,9.487
SIF-3,15-Apr-2026,9.5554
SIF-3,16-Apr-2026,9.617
SIF-3,17-Apr-2026,9.7064
SIF-3,20-Apr-2026,9.7097
SIF-3,21-Apr-2026,9.8129
SIF-3,22-Apr-2026,9.9394
SIF-3,23-Apr-2026,9.8892
SIF-3,24-Apr-2026,9.904
SIF-3,27-Apr-2026,10.0146
SIF-3,28-Apr-2026,10.0541
SIF-3,29-Apr-2026,10.0376
SIF-3,30-Apr-2026,10.0655
SIF-3,04-May-2026,10.1527
SIF-3,05-May-2026,10.1456
SIF-3,06-May-2026,10.2093
SIF-3,07-May-2026,10.2335
SIF-3,08-May-2026,10.2292
SIF-3,11-May-2026,10.1076
SIF-3,12-May-2026,9.9738
SIF-3,13-May-2026,10.027
SIF-3,14-May-2026,10.1199
SIF-3,15-May-2026,10.1314
SIF-3,18-May-2026,10.1184
SIF-3,19-May-2026,10.15
SIF-3,20-May-2026,10.1235
SIF-3,21-May-2026,10.1162
SIF-3,22-May-2026,10.1272
SIF-3,25-May-2026,10.2028
SIF-3,26-May-2026,10.2526
SIF-3,27-May-2026,10.2744
SIF-3,29-May-2026,10.262
SIF-3,01-Jun-2026,10.1807
SIF-3,02-Jun-2026,10.2017
SIF-3,03-Jun-2026,10.1716
